Review #,Brand,Variety,Style,Country,Stars,Top Ten,Alpha,Beta,Gamma,Delta,Eplison
2013,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,,250,32000,8000000,2000000000,3000000000
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2,,250,32000,8000000,2000000000,3000000000
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,,250,32000,8000000,2000000000,3000000000
2010,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,,250,32000,8000000,2000000000,3000000000
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,,250,32000,8000000,2000000000,3000000000
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,,250,32000,8000000,2000000000,3000000000
2007,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75,,250,32000,8000000,2000000000,3000000000
2006,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75,,250,32000,8000000,2000000000,3000000000
2005,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5,,250,32000,8000000,2000000000,3000000000
2004,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,,250,32000,8000000,2000000000,3000000000
2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,,250,32000,8000000,2000000000,3000000000
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4,,250,32000,8000000,2000000000,3000000000
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1999,Nissin,Curry Udon,Cup,Japan,5,,250,32000,8000000,2000000000,3000000000
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,,250,32000,8000000,2000000000,3000000000
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4,,250,32000,8000000,2000000000,3000000000
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5,,250,32000,8000000,2000000000,3000000000
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,,250,32000,8000000,2000000000,3000000000
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,5,,250,32000,8000000,2000000000,3000000000
1990,Nissin,Cup Noodle,Cup,Japan,5,,250,32000,8000000,2000000000,3000000000
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,,250,32000,8000000,2000000000,3000000000
1987,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,,250,32000,8000000,2000000000,3000000000
1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,,250,32000,8000000,2000000000,3000000000
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5,,250,32000,8000000,2000000000,3000000000
1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4,,250,32000,8000000,2000000000,3000000000
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4,,250,32000,8000000,2000000000,3000000000
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,,250,32000,8000000,2000000000,3000000000
1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3,,250,32000,8000000,2000000000,3000000000
1978,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,,250,32000,8000000,2000000000,3000000000
1975,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,,250,32000,8000000,2000000000,3000000000
1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5,,250,32000,8000000,2000000000,3000000000
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,,250,32000,8000000,2000000000,3000000000
1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,,250,32000,8000000,2000000000,3000000000
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,,250,32000,8000000,2000000000,3000000000
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,,250,32000,8000000,2000000000,3000000000
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,,250,32000,8000000,2000000000,3000000000
1967,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,,250,32000,8000000,2000000000,3000000000
1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,2016 #10,250,32000,8000000,2000000000,3000000000
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,,250,32000,8000000,2000000000,3000000000
1962,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,3.5,,250,32000,8000000,2000000000,3000000000
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25,,250,32000,8000000,2000000000,3000000000
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4,,250,32000,8000000,2000000000,3000000000
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4,,250,32000,8000000,2000000000,3000000000
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4,,250,32000,8000000,2000000000,3000000000
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,,250,32000,8000000,2000000000,3000000000
1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0,,250,32000,8000000,2000000000,3000000000
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,,250,32000,8000000,2000000000,3000000000
1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2,,250,32000,8000000,2000000000,3000000000
1953,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5,,250,32000,8000000,2000000000,3000000000
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,,250,32000,8000000,2000000000,3000000000
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,,250,32000,8000000,2000000000,3000000000
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,,250,32000,8000000,2000000000,3000000000
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,,250,32000,8000000,2000000000,3000000000
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,,250,32000,8000000,2000000000,3000000000
1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5,2016 #1,250,32000,8000000,2000000000,3000000000
1946,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,,250,32000,8000000,2000000000,3000000000
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,,250,32000,8000000,2000000000,3000000000
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,,250,32000,8000000,2000000000,3000000000
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,,250,32000,8000000,2000000000,3000000000
1941,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,,250,32000,8000000,2000000000,3000000000
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,,250,32000,8000000,2000000000,3000000000
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5,,250,32000,8000000,2000000000,3000000000
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,,250,32000,8000000,2000000000,3000000000
1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,1,,250,32000,8000000,2000000000,3000000000
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,,250,32000,8000000,2000000000,3000000000
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5,,250,32000,8000000,2000000000,3000000000
1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,,250,32000,8000000,2000000000,3000000000
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,,250,32000,8000000,2000000000,3000000000
1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,,250,32000,8000000,2000000000,3000000000
1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,,250,32000,8000000,2000000000,3000000000
1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.5,,250,32000,8000000,2000000000,3000000000
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3,,250,32000,8000000,2000000000,3000000000
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,,250,32000,8000000,2000000000,3000000000
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4,,250,32000,8000000,2000000000,3000000000
1925,Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5,2016 #8,250,32000,8000000,2000000000,3000000000
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,,250,32000,8000000,2000000000,3000000000
1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,,250,32000,8000000,2000000000,3000000000
1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,,250,32000,8000000,2000000000,3000000000
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,,250,32000,8000000,2000000000,3000000000
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,,250,32000,8000000,2000000000,3000000000
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1918,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,,250,32000,8000000,2000000000,3000000000
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,,250,32000,8000000,2000000000,3000000000
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,,250,32000,8000000,2000000000,3000000000
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,,250,32000,8000000,2000000000,3000000000
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0,,250,32000,8000000,2000000000,3000000000
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,,250,32000,8000000,2000000000,3000000000
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,,250,32000,8000000,2000000000,3000000000
1910,Nissin,Chow Mein Pad Thai,Tray,USA,3,,250,32000,8000000,2000000000,3000000000
1909,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,,250,32000,8000000,2000000000,3000000000
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,,250,32000,8000000,2000000000,3000000000
1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,2016 #5,250,32000,8000000,2000000000,3000000000
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,,250,32000,8000000,2000000000,3000000000
1905,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,,250,32000,8000000,2000000000,3000000000
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,,250,32000,8000000,2000000000,3000000000
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,,250,32000,8000000,2000000000,3000000000
1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,,250,32000,8000000,2000000000,3000000000
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,,250,32000,8000000,2000000000,3000000000
1898,Master Kong,Spicy Fish Noodle,Bowl,China,3,,250,32000,8000000,2000000000,3000000000
1897,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,,250,32000,8000000,2000000000,3000000000
1896,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,,250,32000,8000000,2000000000,3000000000
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,,250,32000,8000000,2000000000,3000000000
1893,Nissin,Cup Noodle Sio,Cup,Japan,5,,250,32000,8000000,2000000000,3000000000
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,,250,32000,8000000,2000000000,3000000000
1891,Nissin,Cup Noodles Homestyle Chicken,Cup,USA,3.5,,250,32000,8000000,2000000000,3000000000
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,,250,32000,8000000,2000000000,3000000000
1888,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,,250,32000,8000000,2000000000,3000000000
1887,Myojo,Mee Poh Dry,Pack,Singapore,4.25,,250,32000,8000000,2000000000,3000000000
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,,250,32000,8000000,2000000000,3000000000
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,,250,32000,8000000,2000000000,3000000000
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,,250,32000,8000000,2000000000,3000000000
1883,Myojo,Mee Goreng,Pack,Singapore,4,,250,32000,8000000,2000000000,3000000000
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,,250,32000,8000000,2000000000,3000000000
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,,250,32000,8000000,2000000000,3000000000
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,,250,32000,8000000,2000000000,3000000000
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,,250,32000,8000000,2000000000,3000000000
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,,250,32000,8000000,2000000000,3000000000
1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,,250,32000,8000000,2000000000,3000000000
1876,Myojo,Chicken Flavour,Pack,Singapore,3.75,,250,32000,8000000,2000000000,3000000000
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5,,250,32000,8000000,2000000000,3000000000
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,,250,32000,8000000,2000000000,3000000000
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,,250,32000,8000000,2000000000,3000000000
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,,250,32000,8000000,2000000000,3000000000
1871,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,,250,32000,8000000,2000000000,3000000000
1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,,250,32000,8000000,2000000000,3000000000
1869,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,,250,32000,8000000,2000000000,3000000000
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,,250,32000,8000000,2000000000,3000000000
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,,250,32000,8000000,2000000000,3000000000
1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,,250,32000,8000000,2000000000,3000000000
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,5,,250,32000,8000000,2000000000,3000000000
1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0,,250,32000,8000000,2000000000,3000000000
1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,,250,32000,8000000,2000000000,3000000000
1861,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,,250,32000,8000000,2000000000,3000000000
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,,250,32000,8000000,2000000000,3000000000
1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,,250,32000,8000000,2000000000,3000000000
1858,Myojo,Wantan Men,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,,250,32000,8000000,2000000000,3000000000
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,,250,32000,8000000,2000000000,3000000000
1855,Daraz,Negi Man Ramen,Pack,Japan,3,,250,32000,8000000,2000000000,3000000000
1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,,250,32000,8000000,2000000000,3000000000
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,,250,32000,8000000,2000000000,3000000000
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,,250,32000,8000000,2000000000,3000000000
1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,,250,32000,8000000,2000000000,3000000000
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,4.5,,250,32000,8000000,2000000000,3000000000
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,,250,32000,8000000,2000000000,3000000000
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,,250,32000,8000000,2000000000,3000000000
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,USA,4.5,,250,32000,8000000,2000000000,3000000000
1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,,250,32000,8000000,2000000000,3000000000
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,,250,32000,8000000,2000000000,3000000000
1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,,250,32000,8000000,2000000000,3000000000
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,,250,32000,8000000,2000000000,3000000000
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,,250,32000,8000000,2000000000,3000000000
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,,250,32000,8000000,2000000000,3000000000
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,,250,32000,8000000,2000000000,3000000000
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1833,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,,250,32000,8000000,2000000000,3000000000
1832,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5,,250,32000,8000000,2000000000,3000000000
1831,Kuriki,Plum Mayo Ramen,Pack,Japan,4,,250,32000,8000000,2000000000,3000000000
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,,250,32000,8000000,2000000000,3000000000
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,,250,32000,8000000,2000000000,3000000000
1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5,2016 #9,250,32000,8000000,2000000000,3000000000
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,,250,32000,8000000,2000000000,3000000000
1826,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,,250,32000,8000000,2000000000,3000000000
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,,250,32000,8000000,2000000000,3000000000
1824,Nongshim,Soon Veggie Noodle Soup,Cup,USA,5,,250,32000,8000000,2000000000,3000000000
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4,,250,32000,8000000,2000000000,3000000000
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,,250,32000,8000000,2000000000,3000000000
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,,250,32000,8000000,2000000000,3000000000
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,,250,32000,8000000,2000000000,3000000000
1819,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5,,250,32000,8000000,2000000000,3000000000
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,,250,32000,8000000,2000000000,3000000000
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,,250,32000,8000000,2000000000,3000000000
1816,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,,250,32000,8000000,2000000000,3000000000
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,,250,32000,8000000,2000000000,3000000000
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,,250,32000,8000000,2000000000,3000000000
1813,Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,,250,32000,8000000,2000000000,3000000000
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,,250,32000,8000000,2000000000,3000000000
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,,250,32000,8000000,2000000000,3000000000
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,,250,32000,8000000,2000000000,3000000000
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,,250,32000,8000000,2000000000,3000000000
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,,250,32000,8000000,2000000000,3000000000
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,,250,32000,8000000,2000000000,3000000000
1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,,250,32000,8000000,2000000000,3000000000
1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4,,250,32000,8000000,2000000000,3000000000
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,,250,32000,8000000,2000000000,3000000000
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4,,250,32000,8000000,2000000000,3000000000
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,USA,3.5,,250,32000,8000000,2000000000,3000000000
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,,250,32000,8000000,2000000000,3000000000
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,,250,32000,8000000,2000000000,3000000000
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,USA,2.5,,250,32000,8000000,2000000000,3000000000
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,,250,32000,8000000,2000000000,3000000000
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,,250,32000,8000000,2000000000,3000000000
1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,,250,32000,8000000,2000000000,3000000000
1795,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0,,250,32000,8000000,2000000000,3000000000
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,,250,32000,8000000,2000000000,3000000000
1793,Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5,,250,32000,8000000,2000000000,3000000000
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,,250,32000,8000000,2000000000,3000000000
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,,250,32000,8000000,2000000000,3000000000
1790,Super,Kimchi,Cup,Malaysia,4.5,,250,32000,8000000,2000000000,3000000000
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,,250,32000,8000000,2000000000,3000000000
1788,Super,Curry Flavour Noodles,Cup,Malaysia,3,,250,32000,8000000,2000000000,3000000000
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,,250,32000,8000000,2000000000,3000000000
